	CK_m6A_1	CK_m6A_2	CK_m6A_3	CK_m6A_4	RSV_m6A_1	RSV_m6A_2	RSV_m6A_3	RSV_m6A_4
30261778_30262234_Os03g0737900	334.7027131	312.2759591	268.393893	306.8536932	262.7676311	277.1778542	252.6384427	237.583063
30297300_30298281_Os03g0738300	824.9437459	832.5325863	837.5092347	804.9008415	886.1364556	886.6401389	855.0366758	963.8121422
30385464_30385974_Os03g0740600	362.266466	427.5497019	407.477563	400.4834099	414.8962596	434.2727211	429.6697602	431.3564832
30391484_30391989_Os03g0740700	479.4124156	433.0389277	519.4963027	446.9048661	419.506218	396.4383552	440.7342175	440.6239076
30397888_30398369_Os03g0740800	116.1615298	129.3017643	151.8643316	140.8379772	112.1756554	106.1007216	122.3237229	116.2640521
30397994_30398502_Os03g0740833	115.1771101	131.1315063	151.8643316	143.1983902	115.248961	106.9232078	122.3237229	114.5790659
30400411_30400680_Os03g0740833	72.84706109	93.31683935	75.9321658	79.46723851	136.2498828	157.0948669	146.2967138	120.4765178
30400920_30401180_Os03g0740900	55.12750569	50.01294658	50.37084266	49.56867352	96.80912723	107.7456941	104.4976527	96.88671009
30401998_30402814_Os03g0741000	76.78474007	71.35993597	70.66954045	81.04084719	120.371137	125.0179046	160.4346315	123.0039972
30402027_30402814_Os03g0741000	76.78474007	71.35993597	70.66954045	81.04084719	120.371137	125.0179046	160.4346315	123.0039972
30406829_30409342_Os03g0741100	430.1914283	399.4936586	404.4703485	435.8896053	982.9455828	996.8532916	918.3499595	909.8925818
30424907_30425386_Os03g0741400	277.6063679	328.1337227	304.4804668	290.3308021	302.2083866	310.0773027	316.5664184	356.3745945
30436549_30436819_Os03g0741600	129.9434063	131.7414203	144.3462954	133.7567381	304.7694746	287.0476887	297.5109641	275.4952539
3044825_3045332_Os03g0156500	1112.394311	1232.026245	1245.738601	1152.668361	1382.987532	1368.61706	1344.331567	1375.791283
3048616_3048999_Os03g0156700	120.0992088	148.8190118	164.6449932	117.2338469	216.6680467	192.4617741	202.2336926	203.0408446
30506465_30507060_Os03g0743200	114.1926904	113.4440008	127.8066157	123.5282816	139.3231884	115.14807	124.1677991	144.0663254
30560820_30561211_Os03g0744600	1403.782556	1400.972418	1456.243615	1214.039099	1393.744102	1395.759105	1550.253412	1352.201476
30636125_30636490_Os03g0745550	87.61335726	86.60778554	102.9970962	87.33528192	118.8344842	105.2782354	122.9384149	123.8464903
30677981_30678250_Os03g0746400	79.7379993	101.8556351	66.15871872	89.69569495	51.73397804	68.26635578	79.9099697	59.81701232
30678936_30679206_Os03g0746400	56.11192544	56.11208641	60.89609337	50.35547787	43.02627877	57.57403499	57.78105502	43.80964283
30692120_30692451_Os03g0746600	33.47027131	31.10561312	32.32755574	30.68536932	23.5620098	34.544421	30.73460373	32.85723212
30707857_30708180_Os03g0746900	63.00286365	56.72200039	65.4069151	58.22352128	64.53941815	77.31370413	58.39574709	66.55695737
3073758_3074025_Os03g0157300	244.1360966	273.2414642	263.1312676	296.6252368	216.6680467	208.9114984	227.4360676	237.583063
30747594_30748067_Os03g0747600	199.8372081	218.3492058	175.1702439	216.371194	208.9847826	211.378957	215.7569182	215.6782416
30749537_30749837_Os03g0747600	81.70683879	59.16165632	69.91773683	76.32002114	91.68695119	62.50895228	53.47821049	80.03684747
30766893_30767500_Os03g0747900	37.40795029	22.56681736	23.30591228	29.89856498	35.85523231	28.7870175	38.7256007	26.11728707
30770076_30770412_Os03g0747900	43.31446876	51.23277454	47.36362817	48.78186918	47.1240196	47.70420042	46.1019056	43.80964283
30773588_30773947_Os03g0747900	61.03402416	54.28234446	70.66954045	69.23878206	79.39372868	62.50895228	69.46020443	85.09180626
3078590_3079249_Os03g0157400	63.00286365	48.79311861	50.37084266	51.14228221	61.97833013	73.20127306	76.22181726	61.50199858
3078650_3079279_Os03g0157400	65.95612288	50.62286056	51.12264628	51.92908655	63.51498294	75.6687317	77.4512014	62.34449171
30796051_30796380_Os03g0748200	194.9151094	223.2285177	290.9480016	219.5184113	239.2056213	231.1186262	256.9412872	247.6929806
30796482_30796719_Os03g0748300	550.2906372	533.0648209	510.4746592	578.3011911	357.0156703	398.9058139	368.8152448	345.4221838
30806875_30807412_Os03g0748400	474.4903168	491.59067	466.8700491	482.3110614	492.7533354	475.3970318	445.037062	512.2358238
30809787_30809991_Os03g0748600	32.48585157	29.27587117	29.32034125	33.83258669	18.95205136	27.14204507	32.57867996	32.85723212
30822469_30822560_Os03g0748800	13.78187642	20.12716143	15.78787606	14.16247815	14.34209292	18.09469671	19.67014639	13.4798901
30901361_30901770_Os03g0749900	191.9618502	176.265141	196.9725489	205.3559332	164.9340686	157.0948669	143.8379455	142.3813392
30927373_30927699_Os03g0750700	536.5087607	556.2415522	560.0936983	546.0422131	453.8247975	486.9118388	530.4792604	532.455659
30963500_30963711_Os03g0751100	121.0836286	126.2521944	98.48627446	126.675499	134.2010124	102.8107768	114.3327259	133.1139147
30963505_30963595_Os03g0751200	96.47313496	98.19615121	81.94659478	100.7109557	108.0779145	84.71608006	90.35973497	106.9966277
31004195_31004584_Os03g0752000	104.3484929	118.9332266	116.5295614	136.1171511	97.32134483	86.36105249	87.90096667	94.3592307
31031752_31032140_Os03g0752800	76.78474007	73.7995919	78.93938029	60.58393431	45.58736679	45.23674178	47.33128975	57.28953293
31041205_31041504_Os03g0752800	20.67281463	28.0560432	22.55410865	14.94928249	16.90318095	21.38464157	20.89953054	14.32238323
31082754_31082934_Os03g0753600	7.875357956	9.758623723	7.518036218	10.22845644	15.36652813	12.33729321	4.917536597	14.32238323
31083916_31084245_Os03g0753600	39.37678978	40.86423684	45.10821731	32.25897801	38.92853793	54.28409014	36.88152448	44.65213596
31086258_31086607_Os03g0753600	106.3173324	120.7629686	121.0403831	100.7109557	68.63715899	81.4261352	68.23082028	54.76205353
31086918_31087238_Os03g0753600	98.44197445	90.87718342	110.5151324	88.12208626	59.41724211	53.46160392	56.55167087	65.71446424
31097264_31097713_Os03g0754200	103.3640732	89.04744147	98.48627446	98.35054271	76.32042305	84.71608006	76.22181726	85.93429939
31098638_31098997_Os03g0754200	11.81303693	17.6875055	15.78787606	15.73608683	11.7810049	14.80475186	8.605689045	16.00736949
3110724_3110873_Os03g0157900	86.62893751	108.5646889	102.2452926	98.35054271	139.3231884	152.9824358	173.9578571	173.553585
3119700_3119791_Os03g0158250	62.0184439	55.50217242	49.61903904	51.14228221	79.90594629	78.13619035	55.93697879	60.65950545
3119847_3120267_Os03g0158200	482.3656748	514.7674014	557.8382874	518.5040611	623.8810422	553.5332221	548.9200227	631.0273553
31207233_31207743_Os03g0756200	293.3570839	329.3535506	287.9407872	266.7266718	315.5260443	303.497413	277.8408177	309.1949792
3126416_3126768_Os03g0158550	4472.218899	4745.740699	4942.35701	4579.988073	5253.815968	5456.373545	5443.098321	5720.528361
31284282_31284608_Os03g0757000	112.2238509	119.5431406	117.281365	126.675499	174.1539855	169.4321601	175.8019333	181.1360232
31294597_31294955_Os03g0757200	37.40795029	32.32544108	25.56132314	19.67010854	20.48870418	23.029614	26.43175921	18.53484889
31326636_31326935_Os03g0758050	107.3017521	95.75649528	106.0043107	87.33528192	152.1286285	134.0652529	150.5995583	149.9637774
31350399_31350572_Os03g0758350	185.070912	176.875055	170.6594222	170.7365421	119.8589194	126.662877	144.4526375	128.9014491
31404990_31409409_Os03g0759250	71.86264135	54.28234446	63.15150423	70.02558641	79.90594629	98.6983457	98.96542402	80.03684747
31404993_31409471_Os03g0759125	64.97170314	53.67243047	62.39970061	65.30476036	76.83264066	88.00602492	89.7450429	77.50936808
31469925_31470304_Os03g0761000	422.3160704	405.5927985	440.5569224	393.4021708	214.1069586	263.1955885	256.3265951	288.1326509
31471564_31471769_Os03g0761000	112.2238509	126.2521944	109.7633288	104.6449774	64.53941815	55.10657635	72.53366481	68.24194363
31474393_31474811_Os03g0761100	281.5440469	239.0862812	250.3506061	239.9753242	467.6546728	485.2668664	483.1479707	458.3162634
31474423_31474811_Os03g0761100	276.6219482	236.0367113	246.591588	236.8281068	464.0691496	477.8644904	477.0010499	452.4188115
31506935_31507605_Os03g0761900	67.92496237	59.16165632	63.15150423	61.37073865	105.5168265	101.9882906	122.3237229	114.5790659
3151543_3151722_Os03g0158700	16.73513566	14.0280216	18.04328692	12.58886947	22.53757459	17.2722105	14.75260979	17.69235576
31533205_31533502_Os03g0762400	62.0184439	82.94830164	68.41412959	71.59919509	71.19824701	67.44386956	73.76304896	75.82438181
31643968_31644645_Os03g0764600	916.4947821	833.7524143	807.4370898	841.0938412	870.2577099	861.1430662	908.5148863	773.4086945
31652823_31653031_Os03g0764800	93.51987573	64.65088216	66.91052234	84.18806456	76.32042305	73.20127306	82.368738	69.92692989
31677342_31677552_Os03g0765000	16.73513566	18.29741948	21.05050141	22.81732591	21.51313938	23.029614	26.43175921	24.43230081
3175855_3176302_Os03g0159150	236.2607387	240.3061092	238.3217481	223.452433	220.7657875	236.0535435	219.4450706	251.9054462
31787454_31788078_Os03g0767600	211.6502451	197.6121304	184.943691	208.5031505	131.6399243	147.2250323	143.2232534	117.1065452
31788556_31788645_Os03g0767700	31.50143182	22.56681736	30.07214487	34.61939103	19.97648657	24.67458643	20.89953054	19.37734202
31790620_31790860_Os03g0767800	627.0753772	576.3687136	611.2163445	580.6616041	564.4638	571.6279188	638.6650656	1643.704099
31825517_31825726_Os03g0769000	29.53259233	26.22630125	19.54689417	29.89856498	18.95205136	17.2722105	17.82607016	23.58980768
31857503_31857863_Os03g0769450	86.62893751	105.515119	108.2597215	106.2185861	105.5168265	90.47348356	89.7450429	78.35186121
31867506_31867887_Os03g0769700	96.47313496	105.515119	95.47905997	98.35054271	37.90410273	45.23674178	49.79005805	40.4396703
31869981_31870547_Os03g0769800	239.2139979	210.420324	254.8614278	235.2544982	195.6671249	176.0120498	196.7014639	187.0334751
31871021_31871467_Os03g0769800	55.12750569	48.79311861	44.35641369	42.48743445	43.53849637	37.01187964	36.88152448	39.59717717
31930834_31931192_Os03g0770800	84.66009803	79.89873173	99.9898817	85.76167324	64.53941815	65.79889713	80.52466178	74.13939555
31934268_31934447_Os03g0770800	30.51701208	22.56681736	29.32034125	23.60413025	19.97648657	29.60950371	24.58768299	23.58980768
3199832_3199952_Os03g0160000	2.953259233	4.269397879	9.021643462	7.081239075	6.146611253	4.934917285	9.22038112	5.054958788
32044109_32044258_Os03g0773450	133.8810853	126.8621084	122.5439904	132.1831294	183.88612	169.4321601	173.9578571	176.0810644
32089529_32089677_Os03g0773800	123.0524681	104.905205	111.266936	115.6602382	151.6164109	180.1244809	145.0673296	142.3813392
32095472_32095619_Os03g0774200	322.8896762	340.3320023	364.6247566	350.9147364	286.3296409	356.9590169	334.3924886	318.4624036
32096849_32097238_Os03g0774300	377.0327621	375.7070133	361.6175421	335.9654539	336.5269661	346.2666962	335.0071807	309.1949792
32109498_32109944_Os03g0774400	120.0992088	135.4009042	131.5656338	140.8379772	111.6634378	97.05337327	101.4241923	96.88671009
3211182_3211539_Os03g0160200	494.1787117	534.2846488	562.3491091	494.1131266	556.2683184	495.1367009	500.3593488	683.2619295
32113508_32113796_Os03g0774600	189.0085909	181.1444529	193.2135308	204.5691288	204.3748242	185.0593982	226.8213755	193.7734202
32139240_32139508_Os03g0775000	201.8060476	171.3858291	168.4040113	173.8837595	99.88243286	110.2131527	105.1123448	106.1541345
32147269_32148640_Os03g0775300	202.7904674	214.6897219	167.6522077	206.1427375	204.3748242	194.1067465	196.7014639	190.4034477
32150851_32151149_Os03g0775400	49.22098722	45.7435487	42.85280644	47.2082605	34.31857949	41.94679692	36.88152448	47.17961535
32163330_32163775_Os03g0775600	288.4349851	254.3341308	317.2611284	279.3155413	283.2563352	236.0535435	245.8768299	240.9530355
32166581_32167301_Os03g0775700	231.33864	231.7673134	192.4617272	257.2850197	123.4444427	129.9528218	101.4241923	137.3263804
32244455_32245048_Os03g0777500	339.6248118	304.9569913	273.6565183	291.1176064	278.6463768	279.6453128	246.4915219	275.4952539
32251433_32252703_Os03g0777700	1271.87031	1373.526289	1466.768866	1298.227164	1283.617317	1263.338825	1273.641979	1344.619037
32328759_32328931_Os03g0779300	3.937678978	4.879311861	6.766232596	10.22845644	12.80544011	13.15977943	9.835073194	13.4798901
323461_323906_Os03g0105300	198.8527884	178.0948829	188.7027091	176.2441725	187.4716432	195.751719	181.9488541	176.9235576
32363717_32363837_Os03g0780400	131.9122458	139.060388	129.310223	136.1171511	180.8128144	220.4263054	189.325159	194.6159133
32374523_32374722_Os03g0780600	224.4477017	249.4548189	229.3001047	206.9295419	186.447208	188.349343	205.3071529	224.1031729
32393555_32393786_Os03g0781300	21.65723438	21.34698939	16.53967968	18.8833042	67.61272378	67.44386956	54.70759464	64.02947798
32449076_32449496_Os03g0783000	397.7055768	426.3298739	414.9955992	400.4834099	446.653751	486.0893526	437.0460651	483.5910573
32539469_32539857_Os03g0784000	93.51987573	109.7845169	102.2452926	81.82765153	68.63715899	92.11845599	81.75404593	67.3994505
32562580_32562757_Os03g0784500	137.8187642	147.5991838	142.8426881	129.8227164	112.687873	117.6155286	124.7824912	101.9416689
32566498_32566916_Os03g0784700	259.8868125	287.8793998	273.6565183	319.4425627	304.257257	268.1305058	323.3280313	262.0153638
32584378_32584584_Os03g0784900	252.9958743	204.9310982	209.7532105	232.1072808	202.8381713	257.438185	227.4360676	208.0958034
32590227_32590437_Os03g0785200	99.42639419	78.67890376	97.73447084	88.90889061	66.58828857	65.79889713	78.68058555	72.45440929
32627413_32627796_Os03g0786000	263.8244915	246.405249	252.6060169	263.5794545	318.5993499	301.8524406	318.4104947	305.8250066
32645694_32645991_Os03g0786400	549.3062174	548.3126704	554.8310729	573.5803651	443.0682278	371.7637688	369.4299369	399.3417442
32656084_32656526_Os03g0786500	46.26772799	47.57329065	77.43577305	52.71589089	47.1240196	23.029614	40.56967693	29.48725959
3268515_3268816_Os03g0161100	100.4108139	107.3448609	125.5512048	129.035912	80.93038149	87.1835387	73.76304896	85.93429939
3270145_3270386_Os03g0161100	105.3329127	95.1465813	93.97545273	109.3658035	87.07699275	97.05337327	92.2038112	107.8391208
32710907_32711325_Os03g0787300	1383.109741	1413.170698	1524.657745	1399.724924	1827.592412	1762.587957	1705.155815	1738.06333
32710912_32711121_Os03g0787350	1185.241372	1175.304245	1253.256638	1201.45023	1636.023028	1522.421982	1430.388458	1503.007746
3271275_3271905_Os03g0161302	243.1516769	248.2349909	232.3073191	258.0718241	324.7459612	357.7815032	311.6488818	306.6674998
32741816_32742267_Os03g0788200	322.8896762	348.8707981	381.1644363	313.9349323	439.4827046	505.0065355	439.5048334	461.6862359
32757035_32757303_Os03g0788600	174.2422948	178.0948829	154.1197425	169.9497378	140.8598412	130.7753081	126.6265674	149.9637774
32822567_32822978_Os03g0789500	45.28330825	49.4030326	32.32755574	51.92908655	48.66067242	40.30182449	56.55167087	44.65213596
32829160_32830059_Os03g0789800	177.195554	164.6767753	169.1558149	185.6858246	184.3983376	161.207298	183.1782382	186.190982
32829160_32830119_Os03g0789800	178.1799738	164.6767753	169.1558149	185.6858246	184.3983376	161.207298	183.1782382	186.190982
32869349_32869792_Os03g0790700	21.65723438	21.34698939	28.56853763	28.3249563	26.63531543	21.38464157	32.57867996	26.11728707
32909845_32910172_Os03g0791432	70.8782216	64.04096818	47.36362817	51.14228221	67.61272378	50.99414528	71.30428066	77.50936808
32911241_32911628_Os03g0791500	369.1574042	334.8427765	370.6391856	347.767519	409.2618659	442.4975832	411.2289979	424.6165382
32982203_32982410_Os03g0793000	52.17424646	57.94182835	63.15150423	45.63465182	52.24619565	48.52668664	57.78105502	59.81701232
33006334_33006898_Os03g0793500	426.2537494	442.1876374	468.3736564	429.5951705	504.0221227	472.1070869	495.4418122	558.572946
33038058_33038509_Os03g0794500	568.0101926	550.7523263	626.252417	563.3519086	372.894416	410.4206209	416.7612266	432.1989763
33064465_33064912_Os03g0794900	3459.250982	3633.867509	3907.875226	3616.939559	3184.456847	3103.240486	2993.550403	3297.518116
3310565_3310803_Os03g0161400	154.5538999	140.280216	134.5728483	157.3608683	110.1267849	106.9232078	106.956421	128.058956
33108201_33108291_Os03g0795900	120.0992088	118.3233126	102.2452926	124.315086	114.7367434	108.5681803	94.04788742	86.77679252
33117748_33118198_Os03g0796000	223.463282	233.5970554	216.5194431	214.7975853	277.6219416	257.438185	258.1706713	283.9201852
3312339_3312548_Os03g0161400	84.66009803	62.82114021	90.96823824	77.10682548	54.29506607	56.75154878	59.01043917	57.28953293
33169875_33170144_Os03g0796600	239.2139979	254.3341308	254.1096242	265.9398675	179.2761615	204.7990673	185.6370065	172.7110919
33187428_33187903_Os03g0796900	466.6149589	480.6122183	480.4025143	418.5799098	427.7016997	524.7462046	489.2948914	498.7559337
33194570_33195069_Os03g0797000	118.1303693	118.9332266	118.7849722	108.5789991	118.8344842	90.47348356	103.2682685	90.14676504
33281060_33281330_Os03g0798300	10.82861719	10.97845169	5.262625353	6.294434733	6.146611253	6.579889713	6.761612821	11.79490384
33349767_33349947_Os03g0799900	27.56375285	19.51724745	34.5829666	25.17773893	34.8307971	23.029614	24.58768299	28.64476646
33369191_33369806_Os03g0800050	120.0992088	98.80606519	114.2741505	100.7109557	90.15029837	121.7279597	100.1948082	91.83175131
33370157_33370397_Os03g0800050	177.195554	193.3427325	184.1918873	195.1274767	171.0806799	143.9350875	161.6640156	165.1286537
33371386_33371626_Os03g0800200	7.875357956	8.538795757	2.255410865	7.868043416	9.732134483	9.047348356	9.22038112	10.10991758
33385194_33385403_Os03g0800400	31.50143182	40.86423684	27.81673401	40.91382577	38.92853793	37.83436585	45.48721352	35.38471151
3340385_3341034_Os03g0161800	1816.254429	2035.892874	2119.33441	1835.614529	1851.66664	1918.860338	1788.139245	1955.426558
33433414_33434280_Os03g0801700	200.8216279	208.5905821	228.548301	218.731607	201.3015185	174.3670774	181.334162	204.7258309
33444196_33444914_Os03g0801800	386.8769596	394.6143468	401.4631341	378.4528883	365.7233695	370.1187964	360.2095557	345.4221838
33489393_33489809_Os03g0802600	439.051206	503.7889497	489.4241578	446.9048661	408.7496483	429.3378038	472.0835133	429.6714969
33522601_33522778_Os03g0803500	18.70397515	11.58836567	30.07214487	12.58886947	9.219916879	15.62723807	9.835073194	36.22720464
33544174_33544471_Os03g0803800	50.20540697	48.79311861	67.66232596	47.99506484	57.8805893	46.88171421	63.31328369	60.65950545
3360057_3360448_Os03g0162000	32.48585157	21.34698939	21.80230503	18.8833042	25.09866262	28.7870175	28.89052751	21.06232828
33621969_33622775_Os03g0805300	199.8372081	164.6767753	189.4545127	191.193455	146.4942349	166.1422153	151.2142504	143.2238323
33625526_33625992_Os03g0805350	226.4165412	223.8384316	232.3073191	198.2746941	276.0852888	227.8286813	186.2516986	223.2606798
33697510_33697777_Os03g0806600	132.8966655	139.670302	155.6233497	157.3608683	256.1088022	215.4913881	229.2801438	219.8907073
33718978_33720590_Os03g0806900	1441.190506	1421.709494	1543.452836	1417.034619	1525.384026	1596.445742	1490.013589	1511.432677
33737517_33737931_Os03g0807200	90.56661649	92.09701138	78.18757667	88.90889061	122.9322251	95.40840084	111.2592655	125.5314766
33739349_33739497_Os03g0807200	54.14308595	50.62286056	54.88166439	47.99506484	49.68510763	56.75154878	58.39574709	41.28216343
33745847_33746177_Os03g0807400	243.1516769	234.8168833	243.5843735	212.4371722	150.0797581	140.6451426	134.6175643	161.7586812
33769017_33769252_Os03g0807800	919.4480414	716.6489296	733.7603349	479.1638441	239.7178389	200.6866363	700.7489651	493.7009749
3380199_3380435_Os03g0162500	425.2693296	474.5130785	405.2221522	398.9098012	210.5214354	263.1955885	250.7943665	224.1031729
33809053_33809775_Os03g0808750	308.12338	267.1423244	297.7142342	273.8079109	340.1124893	353.6690721	295.6668879	334.4697731
33809091_33810079_Os03g0808600	843.647721	909.3817482	895.3981136	868.6319932	1165.29505	1170.397883	1065.876057	1242.677369
33831720_33832063_Os03g0808900	58.08076492	59.7715703	65.4069151	74.74641246	65.56385336	49.34917285	57.78105502	53.9195604
33831824_33832035_Os03g0808950	50.20540697	58.55174234	61.64789699	71.59919509	60.95389492	51.81663149	55.93697879	52.23457414
33837941_33838475_Os03g0809100	241.1828374	215.9095499	216.5194431	282.4627587	388.7731617	353.6690721	327.6308758	375.7519365
33850451_33850906_Os03g0809400	74.81590058	79.89873173	94.72725635	80.25404285	105.0046089	78.95867656	76.83650933	85.93429939
33854149_33854415_Os03g0809400	109.2705916	96.97632324	98.48627446	111.7262165	112.687873	120.9054735	133.3881802	119.6340246
33899236_33899621_Os03g0809900	30.51701208	49.4030326	40.59739558	47.99506484	33.80636189	31.25447614	31.34929581	37.91219091
33916820_33917384_Os03g0810300	163.4136776	186.0237647	166.1486004	168.3761291	118.8344842	127.4853632	138.3057168	132.2714216
33926840_33927080_Os03g0810500	8.8597777	6.099139827	12.78066157	8.654847758	11.2687873	12.33729321	7.99099697	10.10991758
33941694_33942055_Os03g0810900	60.04960441	56.72200039	70.66954045	65.30476036	94.76025681	84.71608006	87.90096667	119.6340246
33959132_33959416_Os03g0811100	495.1631315	469.6337667	487.9205506	494.8999309	339.6002717	327.3495132	269.2351287	310.0374723
33967556_33968004_Os03g0811200	34.45469106	35.37501099	36.08657385	33.83258669	17.92761615	24.67458643	30.11991166	31.17224586
339985_340105_Os03g0105600	277.6063679	297.6380235	281.1745546	310.0009106	163.3974158	196.5742052	197.930848	165.1286537
34032422_34032962_Os03g0812200	1430.361889	1361.328009	1307.386498	1491.781032	1818.884713	1714.883757	1711.917428	1668.978893
34044646_34045065_Os03g0812500	69.89380186	64.04096818	54.88166439	86.54847758	158.2752398	131.5977943	123.553107	147.436298
340834_341014_Os03g0105600	379.9860214	354.9699379	342.8224515	367.4376275	273.5242007	245.1008918	283.9877385	246.8504875
340845_341026_Os03g0105633	367.1885647	346.4311422	350.3404878	379.2396927	287.3540761	258.2606712	268.6204366	237.583063
3416294_3416562_Os03g0163000	19.68839489	39.64440887	33.07935936	40.91382577	17.92761615	28.7870175	32.57867996	37.06969778
34166099_34166306_Os03g0815100	110.2550114	96.97632324	90.96823824	108.5789991	317.5749147	299.384982	304.2725769	253.5904325
34167823_34168062_Os03g0815200	160.4604184	165.8966033	171.4112258	153.4268466	146.4942349	153.804922	177.6460096	169.3411194
34167933_34168079_Os03g0815266	311.0766393	333.6229485	334.5526117	321.0161714	257.645455	302.6749268	289.5199672	313.4074448
34190379_34190737_Os03g0815700	219.525603	231.1573994	228.548301	222.6656287	229.9857044	231.9411124	186.2516986	255.2754188
34196025_34196233_Os03g0815900	338.6403921	318.9850129	302.9768596	344.6203016	343.1857949	328.1719995	331.3190282	286.4476646
34201149_34201328_Os03g0816000	36.42353055	29.27587117	29.32034125	42.48743445	31.24527387	35.36690721	38.11090863	22.74731454
34202463_34202850_Os03g0816100	379.0016016	403.1531425	436.7979043	420.9403228	357.0156703	342.9767513	357.7507874	377.4369228
34221122_34222114_Os03g0816300	235.2763189	187.8535067	199.9797634	195.9142811	206.9359122	194.9292328	197.930848	237.583063
34222203_34222683_Os03g0816300	156.5227394	156.1379796	141.3390809	136.1171511	129.5910539	144.7575737	136.4616406	129.7439422
34227527_34228175_Os03g0816400	61.03402416	76.23924783	46.61182455	53.50269523	56.85615409	60.86397985	59.01043917	77.50936808
34231279_34232133_Os03g0816400	50.20540697	43.30389277	41.3491992	42.48743445	39.44075554	36.18939342	33.19337203	37.06969778
34237956_34238316_Os03g0816500	42.33004901	64.04096818	43.60461007	44.84784747	52.75841325	46.05922799	49.17536597	40.4396703
34241115_34241383_Os03g0816600	4.922098722	9.758623723	5.262625353	12.58886947	4.60995844	4.934917285	9.835073194	6.73994505
34245095_34245331_Os03g0816800	22.64165412	25.00647329	20.29869779	27.53815196	50.19732523	51.81663149	55.32228672	53.07706727
3426340_3426962_Os03g0163200	174.2422948	204.3211842	178.929262	167.5893248	116.7856138	126.662877	102.6535765	109.5241071
34305620_34305829_Os03g0817700	47.25214774	34.76509701	38.34198471	35.40619537	36.36744991	38.65685207	33.19337203	36.22720464
34311311_34311461_Os03g0817800	173.257875	161.6272054	146.6017063	160.5080857	100.3946505	114.3255838	86.05689045	90.98925818
34343146_34343674_Os03g0818300	763.9097217	763.0023923	781.8757667	755.332168	554.7316656	588.9001293	524.3323397	536.6681246
34378156_34378757_Os03g0819100	395.7367373	425.7199599	427.0244572	417.7931054	391.8464674	440.8526108	413.0730742	386.7043472
3438974_3439334_Os03g0163500	19.68839489	13.41810762	16.53967968	5.507630392	16.90318095	16.44972428	24.58768299	19.37734202
34396968_34397327_Os03g0819700	38.39237004	32.93535506	28.56853763	43.27423879	69.14937659	84.71608006	69.46020443	74.13939555
34435013_34435698_Os03g0820700	492.2098722	569.6596598	614.223559	527.1589089	525.5352621	577.3853223	518.800111	580.4777674
34438213_34438452_Os03g0820700	44.2988885	46.96337667	61.64789699	51.92908655	46.611802	46.88171421	49.79005805	56.44703979
34439383_34440161_Os03g0820900	201.8060476	217.7392918	233.0591228	226.5996504	270.4508951	272.2429369	239.115217	323.5173624
34449916_34450183_Os03g0821150	1465.801	1413.170698	1258.519263	1370.613163	1640.632987	1665.534584	1568.079482	1497.952787
34493748_34494108_Os03g0821700	43.31446876	31.7155271	33.07935936	28.3249563	28.17196824	19.73966914	26.43175921	37.06969778
34498277_34498607_Os03g0821800	240.1984177	264.0927545	269.1456966	275.3815196	315.5260443	259.0831575	324.5574154	316.7774174
34507265_34507740_Os03g0821900	251.0270348	227.4979155	275.9119292	251.7773893	231.0101396	226.1837089	220.0597627	208.0958034
34507626_34507806_Os03g0822000	66.94054263	53.67243047	103.7488998	54.28949957	69.14937659	68.26635578	63.92797576	67.3994505
34508342_34508701_Os03g0822000	108.2861719	144.5496139	130.0620266	121.954673	70.68602941	88.82851113	82.368738	76.66687494
34525107_34525973_Os03g0822100	29.53259233	36.59483896	45.10821731	37.7666084	45.58736679	41.12431071	41.184369	46.33712222
34533210_34533446_Os03g0822400	30.51701208	20.12716143	18.04328692	27.53815196	20.48870418	13.98226564	23.97299091	24.43230081
34593193_34593732_Os03g0823700	420.3472309	473.9031645	473.6362817	410.7118663	501.4610347	444.1425557	427.2109919	454.9462909
34597484_34597693_Os03g0823800	22.64165412	26.22630125	18.04328692	29.11176064	31.24527387	26.31955885	27.04645128	25.27479394
34607622_34607797_Os03g0824000	44.2988885	47.57329065	48.1154318	45.63465182	30.73305626	40.30182449	40.56967693	38.75468404
34616527_34616853_Os03g0824200	280.5596272	232.3772274	230.8037119	262.7926501	318.0871323	271.4204507	265.5469762	285.6051715
34624907_34625204_Os03g0824300	99.42639419	83.55821563	78.18757667	91.26930363	108.5901321	78.13619035	89.13035082	93.51673757
34626084_34626295_Os03g0824350	16.73513566	9.14870974	9.773447084	14.16247815	6.658828857	9.86983457	10.44976527	9.267424444
34632770_34633281_Os03g0824400	579.8232295	673.3450369	712.7098335	612.9205821	592.6357683	653.0540541	655.2617516	642.8222592
34676503_34676684_Os03g0825600	51.18982671	50.01294658	48.86723542	37.7666084	32.26970908	41.94679692	38.7256007	22.74731454
34687487_34687904_Os03g0825700	497.131971	517.8169713	551.8238584	517.7172568	527.5841325	565.0480291	537.2408732	581.3202606
34700839_34701227_Os03g0826000	71.86264135	81.72847368	82.6983984	67.66517338	57.36837169	61.68646606	54.70759464	67.3994505
34701005_34701215_Os03g0826100	58.08076492	64.65088216	60.89609337	58.22352128	42.00184356	44.41425557	40.56967693	47.17961535
3470581_3470961_Os03g0164300	94.50429547	109.7845169	79.69118391	92.05610797	128.5666187	115.14807	116.7914942	111.2090933
34724327_34724448_Os03g0826600	383.9237004	328.1337227	296.210627	313.9349323	419.506218	441.675097	441.9636017	351.3196357
