	CK_Input_1	CK_Input_2	CK_Input_3	CK_Input_4	CK_m6A_1	CK_m6A_2	CK_m6A_3	CK_m6A_4	RSV_Input_1	RSV_Input_2	RSV_Input_3	RSV_Input_4	RSV_m6A_1	RSV_m6A_2	RSV_m6A_3	RSV_m6A_4
35713174_35713436_Os01g0833800	250.3156497	249.5456287	200.9853736	239.6921917	130.927826	151.2586677	123.295794	128.2491077	152.5457649	192.5782389	250.5538712	165.2540423	109.6145673	115.14807	121.0943387	119.6340246
35721169_35721528_Os01g0834100	199.793225	184.0910376	165.0195699	184.6608212	101.3952337	90.26726943	112.0187397	102.2845644	144.0710002	178.0986721	180.3987872	134.1666482	95.78469202	70.73381442	83.59812215	71.61191616
35743114_35743682_Os01g0834200	285.9109943	302.727484	340.6173174	271.4880947	548.3217977	473.9031645	488.6723542	483.8846701	351.7027357	392.3962612	325.7200325	358.3231214	546.0239663	588.0776431	572.8930136	626.8148897
35758416_35758573_Os01g0834400	157.3084587	130.9091823	134.342855	143.0815634	82.69125854	73.7995919	74.42855856	93.62971666	161.0205296	162.1711486	217.1466883	196.3414364	89.63808077	101.1658043	113.7180338	101.0991758
35760793_35761608_Os01g0834500	575.2666994	600.0004188	630.4593825	568.6574956	330.7650341	328.1337227	266.8902857	322.5897801	463.2871378	551.6714964	679.8361704	772.2763165	231.5223572	240.1659745	296.8962721	237.583063
3577532_3578495_Os01g0169800	94.15542785	99.54552403	127.9959485	127.1836119	134.865505	128.0819364	128.5584193	127.4623033	60.7358138	86.87740101	95.21047104	98.1707182	101.9313033	95.40840084	78.68058555	84.24931313
35784465_35785031_Os01g0835000	592.4902533	553.6367501	505.6368873	564.9887376	373.0950832	358.0195078	345.829666	461.0673442	411.0260887	459.0022687	452.6673272	422.1340883	437.4338342	424.4028865	390.9441595	360.5870602
35786108_35787835_Os01g0835083	532.7819332	488.182159	521.5041536	535.6386733	376.0483424	352.530282	367.6319711	371.3716493	382.776873	409.7717414	534.5149252	530.1218783	270.9631127	270.5979645	251.4090585	275.4952539
35814744_35814895_Os01g0835500	352.508736	301.3638467	338.5016819	383.9966745	215.587924	167.1164313	157.126957	187.2594333	252.8304807	251.9444629	456.0080455	376.3210864	123.4444427	124.1954183	130.9294119	93.51673757
35835192_35835342_Os01g0835800	34.44710775	28.63638363	43.37052799	31.79590298	28.54817259	19.51724745	28.56853763	21.24371722	22.59937258	27.51117699	33.40718282	24.54267955	20.48870418	18.09469671	12.90853357	28.64476646
35835987_35836196_Os01g0835800	12.63060618	25.909109	19.0407196	17.12087084	19.68839489	13.41810762	17.2914833	16.52289117	7.06230393	17.3754802	20.04430969	17.997965	16.39096334	20.56215535	15.36730187	15.16487636
35854362_35854963_Os01g0836400	258.3533081	238.6365302	208.3900979	259.2589012	402.6276755	450.7264332	457.8484057	420.1535184	218.9314218	224.433286	232.1799206	256.880046	343.6980125	350.3791272	358.3654795	340.367225
35907773_35908325_Os01g0837500	269.8356774	321.8184065	267.6278922	282.4943688	867.2737949	875.8364791	920.2076331	804.1140372	290.9669219	260.632203	278.9499766	224.1564732	776.5218883	776.4269862	832.9077611	880.4053222
35917434_35917878_Os01g0837800	589.0455425	556.3640247	542.6605087	571.1033343	1044.469349	1148.468029	1137.47888	1088.937209	696.3431675	725.4262985	723.2655081	778.821031	1259.030872	1251.824018	1239.833915	1362.311393
35923954_35924102_Os01g0837900	9.1858954	8.181823893	4.231271023	7.337516072	3.937678978	11.58836567	13.53246519	7.081239075	14.12460786	10.13569678	13.36287313	16.36178637	22.53757459	13.98226564	15.36730187	15.16487636
35983595_35984194_Os01g0838800	223.9062004	218.1819705	200.9853736	156.5336762	286.4661456	295.8082816	316.5093248	273.8079109	182.2074414	209.9537191	158.6841184	161.981685	246.3766677	265.6630472	285.2171226	284.7626784
36042913_36043151_Os01g0840100	60.85655703	38.18184483	34.90798594	51.36261251	43.31446876	42.0840648	30.07214487	35.40619537	103.1096374	97.0130978	70.15508393	88.35364638	57.36837169	68.26635578	57.16636294	65.71446424
36105497_36106037_Os01g0841200	206.6826465	192.2728615	191.4650138	184.6608212	184.0864922	234.8168833	254.8614278	250.990585	227.4061866	175.2027587	178.7284281	189.7967218	216.6680467	257.438185	222.518531	222.4181867
36127992_36128441_Os01g0841500	149.2708003	147.2728301	175.5977475	133.2982087	282.5284667	328.7436367	322.5237538	273.8079109	173.7326767	128.8681448	157.0137593	194.7052578	292.4762521	311.7222752	286.4465068	339.5247319
3613561_3615657_Os01g0170100	45.929477	55.90912994	58.17997657	36.68758036	84.66009803	82.33838766	95.47905997	78.68043416	52.26104908	56.47031066	53.45149252	45.81300183	93.223604	92.9409422	73.76304896	74.98188868
36160852_36161418_Os01g0842200	1001.262599	962.7279448	959.4407045	947.7624927	499.1008105	567.2200039	579.6405924	594.8240823	1149.74308	1110.582776	1092.414878	1007.88604	645.3941815	640.7167608	580.2693185	609.1225339
36248547_36248977_Os01g0844000	788.8387675	1060.909831	1053.586485	1287.734071	830.8502643	722.1381555	720.9796733	616.0677995	631.3699714	593.6622403	644.7586285	535.0304142	369.8211104	403.0182449	540.9290257	471.7961535
36256241_36256956_Os01g0844300	25.26121235	23.18183436	27.50326165	26.9042256	35.4391108	54.28234446	38.34198471	36.19299972	67.79811773	57.91826734	70.15508393	68.71950274	122.9322251	102.8107768	115.56211	133.1139147
3633319_3633738_Os01g0170500	133.1954833	118.6364465	127.9959485	130.85237	65.95612288	64.04096818	84.20200564	78.68043416	111.5844021	99.90901116	100.2215485	73.62803865	66.07607097	72.37878685	55.93697879	78.35186121
36347671_36349425_Os01g0846400	89.56248015	99.54552403	101.5505046	107.6169024	157.5071591	165.8966033	200.731567	158.934477	53.67350987	66.60600744	98.55118933	81.80893183	123.9566603	130.7753081	130.3147198	143.2238323
36364885_36365448_Os01g0846500	104.4895602	100.9091613	106.8395933	88.05019287	123.0524681	127.4720224	143.5944918	113.2998252	135.5962355	125.9722315	115.2547807	107.98779	167.4951566	162.0297842	157.3611711	172.7110919
36368245_36368632_Os01g0846600	66.59774165	54.54549262	71.93160739	63.59180596	124.0368878	107.9547749	99.9898817	107.0053905	63.56073537	78.18966091	85.1883162	98.1707182	135.7376652	106.9232078	116.7914942	132.2714216
36373493_36373672_Os01g0846600	20.66826465	21.81819705	29.61889716	28.12714494	18.70397515	18.29741948	19.54689417	21.24371722	35.31151965	37.64687377	60.13292908	37.63210864	31.24527387	24.67458643	25.20237506	15.16487636
36384879_36385146_Os01g0846700	4.5929477	16.36364779	9.520359802	6.114596727	17.7195554	12.19827965	12.02885795	12.58886947	12.71214707	10.13569678	10.02215485	16.36178637	15.87874574	17.2722105	17.21137809	19.37734202
36413400_36414587_Os01g0847700	125.1578248	105.0000733	122.7068597	114.9544185	163.4136776	180.5345389	173.6666366	165.2289117	196.3320493	186.7864122	177.058069	173.4349355	225.8879635	227.8286813	185.6370065	219.8907073
36420026_36420411_Os01g0847900	57.41184625	84.54551356	47.60179901	58.70012858	75.80032033	106.125033	99.23807808	96.77693402	66.38565695	75.29374754	75.16616135	71.99186001	109.6145673	96.23088706	116.7914942	114.5790659
36439637_36440491_Os01g0848300	96.4519017	79.0909643	86.74105598	91.71895091	101.3952337	108.5646889	99.23807808	96.77693402	183.6199022	175.2027587	180.3987872	171.7987568	181.325032	187.5268568	177.0313175	187.8759683
36445401_36445761_Os01g0848475	251.4638866	317.7274945	267.6278922	286.1631268	309.1077998	312.8858731	330.7935936	304.4932802	245.7681768	231.6730694	305.6757228	269.969475	236.1323156	246.7458643	224.9772993	238.4255561
36449742_36449862_Os01g0848400	26.40944928	24.54547168	19.0407196	17.12087084	26.5793331	23.17673134	11.27705433	18.8833042	15.53706865	17.3754802	38.41826025	26.17885819	14.34209292	22.20712778	22.74360676	14.32238323
3650421_3650691_Os01g0170600	48.22595085	61.3636792	42.31271023	72.15224138	38.39237004	49.4030326	49.61903904	42.48743445	94.63487267	112.9406213	93.5401119	67.0833241	59.41724211	57.57403499	69.46020443	53.07706727
36600316_36600524_Os01g0850200	32.1506339	46.36366873	35.9658037	41.57925774	28.54817259	22.56681736	30.07214487	16.52289117	29.66167651	56.47031066	90.19939362	80.17275319	31.24527387	37.83436585	30.73460373	32.85723212
36627422_36627662_Os01g0850700	434.0335577	414.5457439	452.7459995	432.9134483	298.2791826	291.5388837	308.2394849	313.9349323	221.7563434	246.1526362	157.0137593	145.6198987	130.6154891	148.8700048	149.9848662	138.1688735
36641000_36641475_Os01g0851000	601.6761487	582.2731337	623.0546582	522.1865605	433.1446876	354.9699379	364.6247566	370.5848449	357.3525789	359.0932575	437.634095	497.3983055	216.1558291	244.2784056	240.9592933	215.6782416
36644542_36644842_Os01g0851100	266.3909666	297.2729348	259.1653502	264.1505786	156.5227394	164.6767753	157.126957	163.6553031	230.2311081	208.5057624	252.2242303	238.8820809	109.6145673	112.6806113	113.1033417	114.5790659
36646784_36647052_Os01g0851000	132.0472464	95.45461209	112.1286821	112.5085798	59.06518467	58.55174234	62.39970061	60.58393431	77.68534323	91.22127106	106.902985	114.5325046	37.90410273	52.63911771	50.40475012	42.12465656
36652559_36652766_Os01g0851300	9.1858954	9.545461209	7.404724291	7.337516072	13.78187642	9.758623723	16.53967968	16.52289117	11.29968629	10.13569678	18.37395055	8.180893183	13.31765771	18.09469671	12.29384149	12.63739697
36683836_36684106_Os01g0852100	79.22834783	94.09097477	84.62542046	100.2793863	121.0836286	127.4720224	139.08367	126.675499	127.1214707	73.84579086	63.47364736	58.90243092	133.1765771	127.4853632	144.4526375	120.4765178
36687544_36688414_Os01g0852200	397.2899761	460.9094126	419.953649	434.1363676	704.8445371	779.4700699	775.1095341	774.2154722	333.3407455	347.5096041	342.4236239	315.7824769	619.7833013	604.5273674	577.1958581	633.5548347
36691185_36695539_Os01g0852200	74.63540013	94.09097477	108.9552288	70.92932203	56.11192544	55.50217242	67.66232596	47.99506484	77.68534323	78.18966091	88.52903448	111.2601473	37.39188512	56.75154878	52.86351842	42.12465656
36736499_36736680_Os01g0852900	982.8908078	949.0915716	966.8454288	1019.914734	562.1036741	527.575595	517.9926954	530.3061263	937.8739619	815.1996128	1147.53673	1061.879935	463.556932	475.3970318	477.615742	486.1185367
36771017_36771318_Os01g0853800	351.3604991	358.636614	350.1376772	377.8820777	181.133233	175.655227	179.6810656	176.2441725	487.2989712	490.8573157	648.0993468	705.1929924	267.3775895	254.1482402	274.1526653	241.7955287
36771436_36772336_Os01g0853800	791.1352413	805.9096535	876.9309196	829.1393162	782.6136969	811.7955109	799.16725	796.2459937	1183.642139	1101.895036	1299.539412	1222.225442	1146.855216	1010.013071	1118.124884	998.3543605
3696154_3696965_Os01g0171800	83.82129553	62.72731651	61.35342984	80.7126768	110.2550114	127.4720224	126.3030085	95.99012968	125.70901	88.3253577	80.17723877	75.26421729	126.5177483	130.7753081	143.2232534	128.058956
3699356_3699659_Os01g0171800	67.74597858	92.72733746	83.56760271	74.59808007	55.12750569	43.30389277	43.60461007	53.50269523	101.6971766	99.90901116	115.2547807	85.0812891	48.66067242	51.81663149	46.1019056	37.06969778
37023811_37024201_Os01g0857000	113.6754556	160.9092032	129.0537662	134.521128	227.400961	225.0582596	234.56273	238.4017155	156.7831473	173.754802	136.9694496	165.2540423	263.7920663	267.3080196	285.8318147	288.1326509
37067702_37068047_Os01g0857650	169.9390649	155.454654	152.3257568	136.9669667	113.2082706	103.0754631	102.2452926	105.4317818	118.646706	102.8049245	210.4652518	161.981685	91.17473358	74.84624549	78.06589348	69.92692989
37080295_37080444_Os01g0858000	168.790828	152.7273793	135.4006727	140.6357247	150.6162209	149.4289258	133.0692411	114.0866295	128.5339315	157.8272785	121.9362173	160.3455064	115.248961	106.9232078	119.2502625	110.3666002
37120472_37120942_Os01g0858500	251.4638866	249.5456287	263.3966212	210.3421274	194.9151094	174.435399	189.4545127	197.4878898	298.0292259	280.9035966	355.7864971	265.0609391	197.2037777	228.6511675	184.4076224	186.190982
37125753_37126375_Os01g0858700	76.93187398	85.90915088	103.6661401	118.6231765	186.0553317	161.0172914	184.943691	166.8025204	97.45979424	91.22127106	91.86975276	62.17478819	186.447208	185.0593982	172.1137809	172.7110919
3713446_3713653_Os01g0172100	94.15542785	81.81823893	89.91450924	89.27311222	71.86264135	57.33191437	62.39970061	55.07630392	100.2847158	101.3569678	70.15508393	32.72357273	45.58736679	36.18939342	51.0194422	38.75468404
37135168_37135319_Os01g0858900	21.81650158	20.45455973	29.61889716	24.45838691	28.54817259	22.56681736	23.30591228	33.04578235	63.56073537	55.02235397	13.36287313	52.35771637	27.65975064	27.14204507	39.95498485	26.9597802
37190434_37195802_Os01g0859600	196.3485142	190.9092242	160.7882989	132.0752893	382.9392806	429.9893578	436.0461007	383.1737144	186.4448238	154.9313651	220.4874066	181.6158287	366.2355871	366.0063653	376.8062418	382.4918816
37274461_37274701_Os01g0860800	97.60013863	110.4546226	104.7239578	108.8398217	77.76915981	57.94182835	58.6406825	69.23878206	135.5962355	163.6191052	128.6176539	148.8922559	98.85799765	85.53856627	103.2682685	84.24931313
37308318_37308496_Os01g0861900	50.5224247	43.6363941	42.31271023	52.58553185	51.18982671	56.72200039	71.42134407	55.07630392	43.78628437	34.75096041	13.36287313	62.17478819	40.97740835	58.39652121	41.79906108	43.80964283
37360415_37360944_Os01g0863400	236.5368066	290.4547482	266.5700745	248.2526271	457.7551812	510.4980035	479.6507107	515.3568438	233.0560297	276.5597266	268.9278217	291.2397973	407.2129955	434.2727211	412.4583821	443.151387
37403585_37403883_Os01g0864200	36.7435816	39.54548215	31.73453267	33.01882233	23.62607387	21.95690338	15.78787606	21.24371722	122.8840884	91.22127106	88.52903448	94.89836092	72.22268222	69.08884199	57.16636294	48.02210848
37417035_37417415_Os01g0864700	156.1602218	137.7273689	144.9210325	167.5399503	139.7876037	140.280216	166.1486004	125.8886947	128.5339315	111.4926646	85.1883162	116.1686832	89.63808077	107.7456941	108.1858051	85.09180626
37440433_37441669_Os01g0865100	606.2690964	625.9095278	652.6735553	604.1221566	1022.812115	1020.996007	1089.363448	1014.977601	444.9251476	472.0338788	409.2379896	417.2255523	761.6675777	799.4566002	832.9077611	839.1231587
37522144_37522414_Os01g0866400	1238.947642	1141.364433	1243.993681	1214.35891	1026.749794	1064.2999	1092.370663	974.063775	666.681491	723.9783418	577.9442628	647.9267401	571.1226289	560.1131118	559.98448	608.2800408
37556115_37556471_Os01g0867200	136.6401941	136.3637316	130.111584	121.0690152	201.8060476	210.420324	208.2496032	212.4371722	121.4716276	120.1804047	123.6065764	78.53657456	217.1802643	194.1067465	201.6190005	213.1507622
37625945_37626215_Os01g0868300	71.19068935	60.00004188	44.42834574	52.58553185	105.3329127	99.41597917	133.0692411	110.1526078	33.89905887	37.64687377	33.40718282	44.17682319	99.88243286	101.1658043	108.8004972	96.88671009
37686476_37687491_Os01g0869500	137.788431	109.0909852	132.2272195	134.521128	181.133233	209.81041	210.5050141	187.2594333	120.0591668	108.5967513	121.9362173	83.44511047	150.5919757	179.3019947	157.3611711	155.0187362
37710269_37710719_Os01g0869900	806.0623214	718.6368653	755.2818776	818.1330421	431.1758481	338.5022604	329.2899864	350.127932	644.0821184	690.6753381	893.6421405	840.9958192	384.6754209	374.2312274	374.3474735	331.0998006
37714886_37716370_Os01g0870100	155.0119849	165.0001152	171.3664764	167.5399503	353.4066883	351.310454	364.6247566	328.0974105	169.4952943	149.1395384	208.7948926	179.97965	302.2083866	305.9648717	324.5574154	336.9972525
37737552_37737822_Os01g0870300	18.3717908	6.818186578	10.57817756	11.00627411	21.65723438	17.07759151	15.78787606	22.81732591	16.94952943	21.71935025	21.71466883	16.36178637	26.12309782	24.67458643	37.49621655	32.01473899
37769858_37770302_Os01g0871150	164.1978803	141.8182808	123.7646774	116.1773378	153.5694801	143.9396999	148.8571171	125.8886947	138.421157	107.1487946	133.6287313	145.6198987	122.9322251	136.5327116	127.2412595	117.9490384
37857240_37857509_Os01g0872800	226.2026742	264.5456392	286.6686118	313.0673524	157.5071591	135.4009042	154.8715461	172.3101508	203.3943532	224.433286	245.5427937	294.5121546	128.0544011	153.804922	139.5351009	110.3666002
37890721_37891169_Os01g0873800	87.2660063	70.90914041	79.33633168	72.15224138	99.42639419	124.4224525	109.0115252	110.9394122	67.79811773	79.6376176	63.47364736	65.44714547	104.4923913	78.95867656	89.13035082	124.6889834
37892780_37893050_Os01g0873800	118.2684033	121.3637211	110.0130466	125.9606926	55.12750569	58.55174234	58.6406825	76.32002114	84.74764716	86.87740101	115.2547807	94.89836092	61.97833013	54.28409014	50.40475012	48.02210848
37899281_37899667_Os01g0873900	494.8901147	516.8185426	516.2150648	469.6010286	634.9507352	668.465725	753.3072291	698.6822554	591.8210694	595.1101969	728.2765855	697.0120992	736.0566975	713.9180339	670.6290534	727.9140654
37948866_37949851_Os01g0874700	1455.964421	1405.910072	1476.713587	1449.159424	1258.088433	1100.894739	1034.481784	1098.378861	1382.79911	1310.400799	2049.530666	1791.615607	1131.488688	1088.149261	1090.46374	962.1271559
37956369_37956638_Os01g0874800	93.00719093	102.2727987	89.91450924	125.9606926	52.17424646	73.18967792	73.67675494	70.02558641	66.38565695	94.11718443	70.15508393	65.44714547	49.68510763	49.34917285	49.17536597	48.02210848
37962830_37963217_Os01g0874900	343.3228406	353.1820647	313.1140557	358.3153682	215.587924	161.0172914	205.9941924	205.3559332	495.7737359	490.8573157	674.825093	647.9267401	238.181186	251.6807815	256.9412872	255.2754188
37982797_37983207_Os01g0875300	341.0263667	361.3638886	390.3347519	428.0217709	265.793331	239.0862812	223.2856757	235.2544982	286.7295396	227.3291993	359.1272153	304.3292264	152.6408461	157.0948669	143.8379455	139.0113667
38009640_38009877_Os01g0875700	128.6025356	136.3637316	149.1523036	154.0878375	87.61335726	90.26726943	114.2741505	109.3658035	96.04733345	112.9406213	187.0802238	197.977615	87.07699275	82.24862142	83.59812215	74.13939555
38011635_38011902_Os01g0875700	161.9014064	141.8182808	165.0195699	150.4190795	93.51987573	72.57976394	75.9321658	77.10682548	88.98502952	115.8365347	91.86975276	70.35568138	84.51590473	69.08884199	70.07489651	62.34449171
38026659_38026929_Os01g0876400	5.741184625	13.63637316	14.80944858	11.00627411	17.7195554	7.928881775	11.27705433	10.22845644	18.36199022	24.61526362	16.70359141	9.81707182	24.58644501	17.2722105	24.58768299	17.69235576
38027197_38027497_Os01g0876400	65.44950473	98.18188672	76.16287842	94.1647896	48.23656748	48.18320463	44.35641369	61.37073865	120.0591668	159.2752352	128.6176539	116.1686832	88.10142796	82.24862142	79.9099697	76.66687494
38029911_38030181_Os01g0876400	212.4238311	195.0001361	197.8119203	195.6670953	109.2705916	121.3728826	107.5079179	99.13734705	235.8809513	292.4872501	298.9942863	204.5223296	138.2987532	125.0179046	130.3147198	134.798901
38081674_38081883_Os01g0877500	82.6730586	99.54552403	79.33633168	81.93559614	32.48585157	46.96337667	41.3491992	52.71589089	52.26104908	63.71009408	123.6065764	89.98982501	42.51406116	30.43198992	32.57867996	34.54221838
38081698_38081877_Os01g0877450	51.67066163	62.72731651	57.12215881	46.47093513	24.61049361	34.15518303	29.32034125	40.91382577	38.13644122	40.54278714	33.40718282	34.35975137	29.70862105	22.20712778	23.35829884	23.58980768
38082294_38082920_Os01g0877600	284.7627574	317.7274945	261.2809857	309.3985944	347.5001698	358.0195078	319.5165393	321.8029757	348.8778142	293.9352068	325.7200325	322.3271914	353.9423646	333.1069167	322.7133392	338.6822388
38083098_38083431_Os01g0877600	297.3933636	293.1820228	278.2060698	302.0610783	211.6502451	231.7673134	228.548301	222.6656287	324.8659808	266.4240298	355.7864971	364.867836	218.2046995	205.6215535	188.7104669	203.8833378
38083261_38083381_Os01g0877500	190.6073296	177.272851	183.0024718	218.9025628	124.0368878	140.280216	135.3246519	118.8074556	207.6317356	133.2120149	232.1799206	217.6117587	112.1756554	97.05337327	98.35073194	93.51673757
38084437_38084914_Os01g0877600	355.9534468	315.0002199	339.5594996	392.5571099	236.2607387	256.1638727	247.3433916	229.7468678	351.7027357	301.1749902	387.5233207	409.0446592	224.8635283	193.2842603	194.8573877	230.0006248
38084449_38084956_Os01g0877500	374.3252376	321.8184065	354.3689482	407.232142	225.4321215	220.7888617	212.760425	225.8128461	370.0647259	343.165734	357.4568562	340.3251564	196.1793425	176.834536	166.5815522	205.568324
38139222_38139637_Os01g0878800	506.3724839	544.0912889	573.3372236	552.7595441	382.9392806	373.8772714	372.8945964	383.9605187	443.5126868	486.5134457	432.6230176	494.1259483	406.7007779	423.5804003	410.6143059	376.5944297
38142440_38142619_Os01g0878800	354.8052098	360.0002513	359.658037	361.9841262	242.1672571	197.6121304	160.1341714	176.2441725	379.9519515	334.4779939	457.6784047	526.849521	198.7404305	216.3138743	202.2336926	183.6635026
38147812_38147901_Os01g0879100	4.5929477	6.818186578	6.346906535	7.337516072	3.937678978	3.659483896	2.255410865	1.573608683	8.474764716	4.343870051	6.681436564	1.636178637	3.585523231	1.644972428	2.458768299	5.054958788
38156660_38156987_Os01g0879400	93.00719093	81.81823893	103.6661401	99.05646698	119.1147891	102.4655491	105.2525071	105.4317818	104.5220982	88.3253577	90.19939362	80.17275319	136.2498828	134.0652529	142.6085613	130.5864353
38211203_38211324_Os01g0880300	266.3909666	233.181981	218.9682754	271.4880947	141.7564432	120.7629686	136.0764555	115.6602382	173.7326767	204.1618924	319.038596	276.5141896	98.85799765	92.9409422	97.73603987	84.24931313
38211502_38211683_Os01g0880300	212.4238311	240.0001675	187.2337428	210.3421274	115.1771101	111.0043448	112.7705433	120.3810643	183.6199022	166.5150186	240.5317163	237.2459023	100.9068681	92.11845599	105.1123448	86.77679252
38212857_38213150_Os01g0880400	31.00239698	25.909109	32.79235043	24.45838691	33.47027131	37.81466693	30.82394849	35.40619537	21.18691179	30.40709035	40.08861939	19.63414364	36.36744991	38.65685207	33.19337203	37.06969778
38265339_38265489_Os01g0881500	161.9014064	208.6365093	184.0602895	187.1066598	134.865505	126.2521944	111.266936	132.9699337	320.6285984	338.821864	349.1050605	394.3190514	185.4227728	208.9114984	173.9578571	185.3484889
3827021_3827677_Os01g0174400	95.30366478	111.8182599	90.972327	79.48975745	160.4604184	176.265141	213.5122286	162.8684987	80.51026481	94.11718443	110.2437033	109.6239687	152.6408461	178.4795085	159.8199394	165.1286537
38306463_38306726_Os01g0882400	1190.721691	1178.182641	1268.323489	1199.683878	945.0429547	919.7502859	942.7617418	911.906232	792.390501	738.4579086	967.1379427	1112.601473	570.6104113	593.0125604	592.56316	609.965027
383249_383668_Os01g0107000	316.9133913	330.0002304	302.5358782	313.0673524	412.4718729	446.4570353	515.7372846	487.8186918	388.4267162	344.6136907	410.9083487	449.9491251	552.1705775	572.4504051	541.5437178	546.7780422
38330820_38332595_Os01g0883200	693.5351027	636.8186264	657.9626441	635.9180596	1156.6932	1153.347341	1221.680885	1087.3636	624.3076674	582.0785868	810.1241834	657.7438119	1055.680483	1097.19661	1006.865618	1072.493756
38448147_38448508_Os01g0885200	135.4919572	125.454633	122.7068597	141.8586441	106.3173324	111.6142588	115.7777578	128.2491077	161.0205296	146.243625	158.6841184	157.0731491	129.0788363	128.3078494	140.7644851	127.2164628
38509122_38509362_Os01g0886300	96.4519017	126.8182703	83.56760271	74.59808007	42.33004901	53.67243047	52.62625353	70.02558641	134.1837747	115.8365347	168.7062733	145.6198987	66.58828857	76.49121792	67.00143614	69.92692989
38515102_38515431_Os01g0886350	39.04005545	47.72730604	43.37052799	30.57298364	49.22098722	43.91380675	54.88166439	51.14228221	24.01183336	17.3754802	21.71466883	31.0873941	32.26970908	29.60950371	30.73460373	37.91219091
38534977_38535248_Os01g0886900	87.2660063	107.7273479	87.79887373	92.94187025	51.18982671	51.23277454	57.88887888	55.86310826	88.98502952	98.46105448	148.6619636	163.6178637	61.97833013	72.37878685	57.78105502	49.70709474
3855855_3856033_Os01g0175100	2191.98429	2222.728824	2142.080955	2193.917306	1164.568558	1047.832222	951.0315816	1007.896362	1586.193463	1666.598143	2530.594099	2495.172421	722.7390398	797.8116277	796.6409287	667.25456
38597544_38597801_Os01g0888200	78.0801109	77.72732699	93.08796251	83.15851549	53.1586662	37.81466693	52.62625353	44.84784747	57.91089223	88.3253577	60.13292908	49.0853591	37.39188512	43.59176935	38.11090863	34.54221838
38631390_38631927_Os01g0888600	99.89661248	92.72733746	105.7817756	94.1647896	199.8372081	211.640152	226.2928902	209.2899549	93.22241188	111.4926646	91.86975276	121.0772191	182.8616848	190.8168017	204.6924609	175.2385713
38679342_38679639_Os01g0889400	8.037658475	13.63637316	13.75163083	14.67503214	13.78187642	10.36853771	19.54689417	16.52289117	19.774451	8.687740101	8.351795706	4.90853591	17.41539855	16.44972428	9.22038112	9.267424444
38698278_38698481_Os01g0890001	0	0	3.173453267	3.668758036	9.844197445	8.538795757	9.773447084	3.147217367	2.824921572	10.13569678	6.681436564	0	7.683264066	4.112431071	6.761612821	8.424931313
38699481_38699632_Os01g0890050	6.88942155	9.545461209	6.346906535	6.114596727	10.82861719	18.29741948	15.03607244	14.16247815	9.887225502	11.58365347	10.02215485	9.81707182	12.80544011	13.15977943	15.98199394	20.21983515
38740117_38740415_Os01g0891000	5.741184625	8.181823893	5.289088779	13.4521128	7.875357956	8.538795757	17.2914833	13.37567381	0	2.895913367	1.670359141	1.636178637	8.19548167	10.69232078	9.22038112	7.582438181
38740119_38740416_Os01g0891033	8.037658475	8.181823893	7.404724291	13.4521128	7.875357956	9.14870974	18.79509055	13.37567381	1.412460786	2.895913367	5.011077423	1.636178637	8.19548167	12.33729321	9.835073194	8.424931313
38754579_38754818_Os01g0891350	84.96953245	70.90914041	68.75815413	56.25428989	60.04960441	71.96984995	69.91773683	69.23878206	56.49843144	79.6376176	80.17723877	65.44714547	57.8805893	60.04149363	47.94598182	55.60454666
38754588_38754941_Os01g0891300	66.59774165	53.18185531	60.29561208	46.47093513	56.11192544	69.53019402	70.66954045	71.59919509	49.43612751	66.60600744	43.42933767	35.99593001	58.90502451	63.33143849	49.17536597	53.9195604
38807424_38807604_Os01g0892500	10.33413233	21.81819705	9.520359802	11.00627411	20.67281463	14.0280216	15.03607244	11.80206512	38.13644122	49.23052724	28.3961054	27.81503682	34.31857949	32.89944857	24.58768299	21.90482141
38842014_38842417_Os01g0893300	43.63300315	46.36366873	37.02362145	20.78962887	38.39237004	41.47415082	37.59018109	30.68536932	25.42429415	44.88665719	41.75897853	31.0873941	37.39188512	29.60950371	25.20237506	41.28216343
38867433_38867821_Os01g0894000	32.1506339	34.09093289	43.37052799	31.79590298	84.66009803	98.19615121	106.0043107	88.90889061	40.9613628	57.91826734	46.77005595	35.99593001	107.5656969	84.71608006	99.58011609	115.421559
38893657_38893984_Os01g0894600	315.7651544	353.1820647	335.3282286	299.6152396	411.4874532	451.3363472	447.323155	423.3007358	322.0410592	282.3515533	270.5981809	251.97151	344.7224478	366.8288515	370.0446289	389.2318266
38989845_38990488_Os01g0897100	50.5224247	38.18184483	63.46906535	48.91677382	95.48871522	92.09701138	106.0043107	81.04084719	50.8485883	62.26213739	40.08861939	60.53860956	98.85799765	75.6687317	95.27727157	96.88671009
39002499_39004260_Os01g0897500	83.82129553	91.36370014	72.98942515	91.71895091	83.67567828	82.94830164	81.94659478	67.66517338	72.03550009	73.84579086	65.1440065	49.0853591	86.05255754	76.49121792	67.61612821	58.97451919
39034601_39034781_Os01g0897800	153.863748	174.5455764	149.1523036	152.8649182	81.70683879	85.38795757	91.72004186	96.77693402	155.3706865	150.5874951	203.7838152	127.6219337	93.7358216	87.1835387	105.7270368	75.82438181
